sub_event_id;subscription_id;event_date;event_type;event_details;plan_tier;seats;billing_frequency;auto_renew_status;mrr_amount;arr_amount
2824;S-810c27;2024-08-21;Update;Plan Downgrade;Basic;5;annual;Active;95;1140
2825;S-0e9334;2024-09-07;Update;Seat Upgrade;Basic;23;monthly;Active;437;5244
2826;S-02d46a;2024-11-01;Update;Plan Downgrade;Pro;5;annual;Active;245;2940
2827;S-713c12;2024-11-27;Update;Plan Upgrade;Basic;15;monthly;Active;285;3420
2828;S-3012fa;2024-09-05;Create;;Pro;83;annual;Active;4067;48804
2829;S-8d8dd0;2024-09-30;Update;Plan Upgrade;Enterprise;83;monthly;Active;16517;198204
2830;S-aad754;2024-11-07;Update;Plan Downgrade;Basic;83;annual;Active;1577;18924
2831;S-c7f564;2024-11-23;;;Pro;83;annual;Active;0;0
2832;S-a9762e;2024-12-05;Conversion;;Pro;83;annual;Active;4067;48804
2833;S-39b5ce;2024-12-11;Update;Plan Upgrade;Enterprise;83;annual;Active;16517;198204
2834;S-3ae7af;2024-12-18;;;Basic;83;monthly;Active;0;0
2835;S-b6aabe;2024-12-25;Conversion;;Basic;83;annual;Active;1577;18924
2836;S-5f30ce;2024-08-26;Create;;Basic;2;monthly;Active;38;456
2837;S-731ee3;2024-11-09;Cancel;;Enterprise;14;annual;Active;2786;33432
2838;S-a53eac;2024-11-18;;;Basic;2;monthly;Active;0;0
2839;S-535e55;2024-12-08;Conversion;;Pro;7;monthly;Active;343;4116
2840;S-3af429;2024-12-10;;;Basic;30;monthly;Active;0;0
2841;S-556071;2024-12-20;;;Pro;63;monthly;Active;0;0
2842;S-2cb298;2024-12-20;Conversion;;Enterprise;2;annual;Active;398;4776
2843;S-21b034;2024-08-25;Create;;Pro;32;annual;Active;1568;18816
2844;S-746e1b;2024-09-17;Update;Plan Upgrade;Enterprise;73;annual;Active;14527;174324
2845;S-41d4ca;2024-09-19;;;Pro;21;monthly;Active;0;0
2846;S-aaeb34;2024-09-21;Conversion;;Enterprise;28;annual;Inactive;5572;66864
2847;S-ab06f4;2024-10-29;Update;Plan Downgrade;Pro;15;annual;Active;735;8820
2848;S-c7b793;2024-11-07;Update;Seat Upgrade;Pro;23;monthly;Active;1127;13524
2849;S-58a152;2024-12-03;Update;Plan Upgrade;Enterprise;15;monthly;Inactive;2985;35820
2850;S-7bcd95;2023-10-25;Create;;Basic;9;monthly;Active;171;2052
2851;S-74761f;2023-12-23;Update;Plan Upgrade;Enterprise;42;annual;Active;8358;100296
2852;S-b71cfb;2024-05-10;;;Enterprise;15;monthly;Active;0;0
2853;S-3c0075;2024-05-27;Conversion;;Basic;11;monthly;Active;209;2508
2854;S-97df3f;2024-06-07;Update;Plan Upgrade;Pro;9;annual;Active;441;5292
2855;S-d3ecc2;2024-10-19;Update;Plan Upgrade;Enterprise;10;monthly;Active;1990;23880
2856;S-d34b17;2024-10-21;Update;Seat Upgrade;Enterprise;18;annual;Active;3582;42984
2857;S-b60208;2024-12-06;Create;;Enterprise;37;annual;Active;0;0
2858;S-3e0991;2024-12-07;Conversion;;Enterprise;37;monthly;Inactive;7363;88356
2859;S-c37ee1;2024-12-08;Update;Plan Downgrade;Basic;60;monthly;Active;1140;13680
2860;S-a1874c;2024-12-09;Update;Plan Upgrade;Pro;37;monthly;Active;1813;21756
2861;S-5f3359;2024-12-10;Update;;Pro;37;annual;Active;1813;21756
2862;S-ca454e;2024-12-14;Update;Plan Upgrade;Enterprise;37;monthly;Active;7363;88356
2863;S-089fa7;2024-12-16;Update;;Enterprise;37;annual;Active;7363;88356
2864;S-e6029e;2024-12-19;Update;;Enterprise;37;monthly;Active;7363;88356
2865;S-da164e;2024-12-21;Update;Plan Downgrade;Pro;37;monthly;Active;1813;21756
2866;S-526a2c;2024-12-21;Update;;Pro;37;monthly;Active;1813;21756
2867;S-b7c825;2024-12-21;;;Enterprise;68;monthly;Inactive;0;0
2868;S-415065;2024-12-24;Conversion;;Enterprise;37;monthly;Active;7363;88356
2869;S-9df4f6;2024-12-24;Update;Plan Downgrade;Basic;37;monthly;Active;703;8436
2870;S-691bff;2024-12-27;Update;;Basic;37;annual;Inactive;703;8436
2871;S-92afb8;2024-12-28;Update;Plan Upgrade;Enterprise;37;annual;Active;7363;88356
2872;S-61a87e;2023-08-14;Create;;Basic;41;monthly;Active;779;9348
2873;S-e2e052;2023-11-07;Update;Plan Upgrade;Pro;41;monthly;Active;2009;24108
2874;S-7fb77e;2023-11-10;Update;;Pro;41;annual;Active;2009;24108
2875;S-c14b9d;2023-12-06;Update;Plan Downgrade;Basic;41;monthly;Active;779;9348
2876;S-a24476;2024-01-26;;;Basic;41;monthly;Active;0;0
2877;S-92ae0a;2024-07-11;Conversion;;Enterprise;41;monthly;Active;8159;97908
2878;S-683e1e;2024-11-09;Update;;Enterprise;41;monthly;Active;8159;97908
2879;S-eabdce;2023-05-15;Create;;Enterprise;14;annual;Active;2786;33432
2880;S-c7c366;2023-07-11;;;Enterprise;38;monthly;Active;0;0
2881;S-92dede;2023-08-28;Conversion;;Basic;4;monthly;Active;76;912
2882;S-4c9107;2023-09-19;Update;;Basic;4;annual;Active;76;912
2883;S-5d343c;2023-09-23;Update;Seat Upgrade;Basic;25;annual;Active;475;5700
2884;S-15a058;2023-09-29;Cancel;;Pro;2;monthly;Active;98;1176
2885;S-2f07f6;2024-03-20;;;Pro;49;monthly;Inactive;0;0
2886;S-e5fdf9;2024-08-09;;;Basic;17;annual;Active;0;0
2887;S-5c4ef1;2024-03-23;Create;;Pro;38;annual;Active;1862;22344
2888;S-3df0c3;2024-04-06;Update;Plan Downgrade;Basic;72;annual;Active;1368;16416
2889;S-0380a3;2024-04-06;Update;Plan Downgrade;Pro;3;annual;Active;147;1764
2890;S-389426;2024-07-04;Update;;Pro;3;monthly;Active;147;1764
2891;S-1cf9b0;2024-07-15;Cancel;;Pro;9;monthly;Inactive;441;5292
2892;S-8e5d9f;2024-07-17;Update;Plan Upgrade;Enterprise;41;monthly;Active;8159;97908
2893;S-84e658;2024-08-18;;;Enterprise;3;monthly;Inactive;0;0
2894;S-6cb472;2024-09-27;Conversion;;Pro;8;annual;Active;392;4704
2895;S-e5a001;2024-10-20;;;Basic;9;monthly;Active;0;0
2896;S-162d54;2024-11-08;Conversion;;Basic;11;monthly;Active;209;2508
2897;S-4f56f5;2024-11-13;Update;Plan Upgrade;Enterprise;3;monthly;Active;597;7164
2898;S-d75e1f;2024-11-29;Update;Seat Upgrade;Enterprise;4;monthly;Inactive;796;9552
2899;S-2d494e;2024-12-01;;;Basic;5;monthly;Active;0;0
2900;S-ae20d8;2023-07-04;Create;;Basic;12;annual;Active;228;2736
2901;S-e768c6;2023-07-08;Update;Seat Upgrade;Basic;22;annual;Active;418;5016
2902;S-c1446e;2023-11-15;;;Enterprise;22;monthly;Active;0;0
2903;S-e77d56;2023-12-06;Conversion;;Basic;1;monthly;Active;19;228
2904;S-c99814;2024-03-05;Update;Plan Upgrade;Pro;81;monthly;Active;3969;47628
2905;S-9a41e6;2024-03-14;Update;Plan Downgrade;Enterprise;10;annual;Active;1990;23880
2906;S-c58ed5;2024-04-08;Update;Plan Downgrade;Pro;32;annual;Active;1568;18816
2907;S-294d8b;2024-09-15;Update;Plan Upgrade;Enterprise;17;monthly;Active;3383;40596
2908;S-34512a;2024-11-22;Update;Plan Downgrade;Pro;1;monthly;Active;49;588
2909;S-95d15a;2024-12-05;Update;Plan Upgrade;Basic;13;annual;Active;247;2964
2910;S-adbb41;2024-12-11;;;Enterprise;24;annual;Inactive;0;0
2911;S-b81c82;2024-12-17;Conversion;;Pro;25;annual;Inactive;1225;14700
2912;S-8b64df;2023-08-04;Create;;Basic;9;annual;Active;171;2052
2913;S-7c635b;2023-08-15;Update;Plan Upgrade;Enterprise;33;annual;Active;6567;78804
2914;S-195f9b;2024-02-08;Update;Plan Downgrade;Pro;14;annual;Active;686;8232
2915;S-24ecbf;2024-03-17;Update;Plan Upgrade;Enterprise;9;monthly;Active;1791;21492
2916;S-ec56f3;2024-07-03;Update;Plan Downgrade;Basic;67;monthly;Active;1273;15276
2917;S-f26ae0;2024-07-04;Update;Seat Downgrade;Basic;9;monthly;Active;171;2052
2918;S-2a9676;2024-07-23;Create;;Pro;25;annual;Active;1225;14700
2919;S-e874c1;2024-07-24;Update;Seat Upgrade;Pro;34;monthly;Inactive;1666;19992
2920;S-75c438;2024-08-14;Update;;Pro;34;monthly;Active;1666;19992
2921;S-1ad030;2024-09-01;Update;Plan Upgrade;Enterprise;25;annual;Inactive;4975;59700
2922;S-19858e;2024-09-17;Update;Plan Downgrade;Pro;30;annual;Active;1470;17640
2923;S-c005ac;2024-09-18;Update;Plan Upgrade;Enterprise;25;annual;Active;4975;59700
2924;S-7d5bf1;2024-09-19;Update;Seat Upgrade;Enterprise;27;monthly;Active;5373;64476
2925;S-b18409;2024-10-26;Update;Plan Downgrade;Pro;25;monthly;Active;1225;14700
2926;S-22cbb3;2024-10-30;Update;Seat Upgrade;Pro;77;monthly;Inactive;3773;45276
2927;S-6a9918;2024-11-07;Update;Plan Upgrade;Enterprise;35;annual;Inactive;6965;83580
2928;S-9a065e;2024-11-24;Update;Plan Downgrade;Pro;25;monthly;Active;1225;14700
2929;S-85de7a;2024-04-01;Create;;Enterprise;32;annual;Active;6368;76416
2930;S-3e8283;2024-04-29;Update;Plan Downgrade;Pro;24;annual;Inactive;1176;14112
2931;S-307a21;2024-05-02;Update;Plan Downgrade;Basic;56;monthly;Inactive;1064;12768
2932;S-e002a1;2024-06-07;;;Basic;45;annual;Active;0;0
2933;S-36069b;2024-06-26;Conversion;;Enterprise;1;annual;Active;199;2388
2934;S-19abcf;2024-09-10;Update;Plan Upgrade;Pro;17;annual;Active;833;9996
2935;S-df147d;2024-09-13;;;Enterprise;10;monthly;Active;0;0
2936;S-b7cbc2;2024-11-11;;;Enterprise;7;annual;Active;0;0
2937;S-5c2991;2024-01-06;Create;;Enterprise;32;annual;Active;0;0
2938;S-91419b;2024-07-19;Conversion;;Pro;37;annual;Inactive;1813;21756
2939;S-3e6a40;2024-08-07;;;Enterprise;32;monthly;Active;0;0
2940;S-a5a9b8;2024-09-29;Conversion;;Basic;45;annual;Inactive;855;10260
2941;S-7501c9;2024-11-23;;;Pro;32;monthly;Active;0;0
2942;S-c43200;2024-12-15;Conversion;;Enterprise;32;monthly;Active;6368;76416
2943;S-41b844;2023-06-03;Create;;Pro;41;monthly;Inactive;2009;24108
2944;S-32e8fa;2023-06-04;Cancel;;Pro;41;annual;Active;2009;24108
2945;S-5480a7;2023-06-05;Update;Plan Upgrade;Enterprise;41;annual;Active;8159;97908
2946;S-3647aa;2023-09-09;;;Pro;41;monthly;Active;0;0
2947;S-5abbac;2023-09-26;;;Pro;41;annual;Active;0;0
2948;S-bb3c63;2023-12-01;Conversion;;Basic;41;monthly;Active;779;9348
2949;S-a7cab8;2023-12-26;Update;;Basic;41;monthly;Inactive;779;9348
2950;S-cb8654;2024-02-07;;;Basic;41;annual;Active;0;0
2951;S-207046;2024-03-03;;;Pro;41;annual;Active;0;0
2952;S-15609d;2024-08-04;;;Basic;41;monthly;Inactive;0;0
2953;S-ffb6cc;2024-09-28;Conversion;;Enterprise;41;monthly;Inactive;8159;97908
2954;S-244df8;2024-10-28;Update;Plan Downgrade;Basic;41;monthly;Active;779;9348
2955;S-0efb82;2024-04-05;Create;;Pro;13;monthly;Active;637;7644
2956;S-25ee09;2024-04-11;Update;Plan Upgrade;Enterprise;13;monthly;Active;2587;31044
2957;S-525d6b;2024-04-17;;;Enterprise;13;monthly;Active;0;0
2958;S-abff7d;2024-06-26;;;Basic;20;annual;Active;0;0
2959;S-d0bab8;2024-06-26;Conversion;;Basic;74;annual;Active;1406;16872
2960;S-5e572d;2024-07-16;Update;Plan Upgrade;Enterprise;13;annual;Inactive;2587;31044
2961;S-e42331;2024-07-25;;;Enterprise;23;annual;Active;0;0
2962;S-6e4c1a;2024-08-02;Conversion;;Enterprise;13;monthly;Active;2587;31044
2963;S-55ef07;2024-08-11;Update;;Enterprise;13;annual;Active;2587;31044
2964;S-cc3f3d;2024-10-19;Update;Seat Upgrade;Enterprise;17;annual;Inactive;3383;40596
2965;S-59be40;2024-10-21;Update;Plan Downgrade;Basic;13;annual;Active;247;2964
2966;S-cc9b9d;2024-11-25;Update;Plan Upgrade;Enterprise;13;annual;Active;2587;31044
2967;S-ccdf41;2024-11-29;Update;Seat Upgrade;Enterprise;17;monthly;Active;3383;40596
2968;S-54daa5;2024-12-17;Update;Seat Upgrade;Enterprise;36;annual;Active;7164;85968
2969;S-89e27e;2024-12-23;Update;Plan Downgrade;Basic;13;monthly;Active;247;2964
2970;S-1eb467;2024-12-31;Update;Plan Upgrade;Enterprise;13;monthly;Active;2587;31044
2971;S-3872fd;2024-12-01;Create;;Pro;2;monthly;Inactive;0;0
2972;S-49b640;2024-12-02;Conversion;;Enterprise;9;monthly;Active;1791;21492
2973;S-f9df40;2024-12-05;Update;Plan Downgrade;Basic;70;annual;Active;1330;15960
2974;S-c069ab;2024-12-05;Update;Plan Upgrade;Enterprise;55;annual;Active;10945;131340
2975;S-d1527e;2024-12-07;Update;Plan Downgrade;Pro;26;annual;Active;1274;15288
2976;S-79ab7e;2024-12-13;;;Enterprise;72;monthly;Inactive;0;0
2977;S-ccf9c8;2024-12-14;Conversion;;Basic;1;monthly;Inactive;19;228
2978;S-13dfe7;2024-12-15;Update;Plan Upgrade;Pro;2;annual;Active;98;1176
2979;S-c5e371;2024-12-15;Update;Seat Upgrade;Pro;41;monthly;Active;2009;24108
2980;S-226cf3;2024-12-18;Update;Seat Upgrade;Pro;42;monthly;Active;2058;24696
2981;S-5d0f41;2024-12-18;Update;Seat Downgrade;Pro;23;monthly;Active;1127;13524
2982;S-e195f5;2024-12-26;Update;Plan Upgrade;Enterprise;12;monthly;Active;2388;28656
2983;S-f2ccdd;2024-12-30;Update;Seat Upgrade;Enterprise;32;annual;Active;6368;76416
2984;S-0ed7be;2023-07-14;Create;;Pro;47;monthly;Inactive;2303;27636
2985;S-209456;2023-07-18;Update;Seat Downgrade;Pro;38;annual;Active;1862;22344
2986;S-1f505e;2023-07-30;Update;Plan Downgrade;Basic;38;annual;Active;722;8664
2987;S-444c6a;2023-10-07;Update;;Basic;38;annual;Inactive;722;8664
2988;S-a29ba3;2023-10-12;Update;Plan Upgrade;Enterprise;38;monthly;Inactive;7562;90744
2989;S-0865f1;2023-12-10;Update;Plan Downgrade;Basic;38;annual;Active;722;8664
2990;S-b9ff15;2024-01-08;Update;Plan Upgrade;Enterprise;43;annual;Inactive;8557;102684
2991;S-799da2;2024-06-27;Update;Plan Downgrade;Pro;38;monthly;Active;1862;22344
2992;S-2877e6;2024-06-28;;;Enterprise;38;monthly;Active;0;0
2993;S-891976;2024-09-12;Conversion;;Basic;38;monthly;Active;722;8664
2994;S-c35f78;2024-10-11;;;Pro;38;annual;Active;0;0
2995;S-ccd045;2024-08-17;Create;;Enterprise;10;monthly;Active;1990;23880
2996;S-7564c5;2024-09-12;Update;Plan Downgrade;Pro;17;monthly;Inactive;833;9996
2997;S-a24db6;2024-09-13;Update;Plan Upgrade;Enterprise;14;monthly;Active;2786;33432
2998;S-f1ffee;2024-09-30;Update;Seat Upgrade;Enterprise;16;annual;Inactive;3184;38208
2999;S-f62f59;2024-10-13;Update;Plan Downgrade;Pro;21;annual;Active;1029;12348
3000;S-cd8a6a;2024-11-04;Update;Seat Downgrade;Pro;10;annual;Inactive;490;5880
3001;S-113e86;2024-05-23;Create;;Pro;39;monthly;Active;1911;22932
3002;S-31d8aa;2024-05-28;Update;;Pro;39;annual;Active;1911;22932
3003;S-15d2d2;2024-06-07;Update;Plan Upgrade;Enterprise;39;monthly;Active;7761;93132
3004;S-ee956d;2024-09-01;Update;Plan Downgrade;Pro;39;annual;Active;1911;22932
3005;S-5a5bdb;2024-09-08;Update;Seat Upgrade;Pro;64;annual;Active;3136;37632
3006;S-9fae95;2024-12-08;Update;Plan Upgrade;Enterprise;56;annual;Active;11144;133728
3007;S-a6820d;2024-12-12;Update;Plan Downgrade;Pro;39;annual;Inactive;1911;22932
3008;S-0bccd9;2024-12-25;Update;Plan Downgrade;Basic;39;monthly;Active;741;8892
3009;S-e57fb8;2023-10-14;Create;;Enterprise;40;monthly;Active;0;0
3010;S-2d51ca;2023-12-05;Conversion;;Pro;32;monthly;Active;1568;18816
3011;S-06fb77;2024-03-28;Update;Seat Downgrade;Pro;22;annual;Active;1078;12936
3012;S-9f57f5;2024-05-04;Update;Plan Upgrade;Enterprise;14;monthly;Active;2786;33432
3013;S-a7ea10;2024-08-05;Cancel;;Basic;15;annual;Active;285;3420
3014;S-ceaca8;2024-08-10;Update;Plan Upgrade;Enterprise;24;monthly;Active;4776;57312
3015;S-984423;2024-08-21;Update;Seat Upgrade;Enterprise;25;monthly;Active;4975;59700
3016;S-91e96a;2024-03-06;Create;;Enterprise;14;monthly;Inactive;2786;33432
3017;S-0eb2e0;2024-03-23;Update;;Enterprise;14;monthly;Active;2786;33432
3018;S-41a4cb;2024-07-13;Update;Plan Downgrade;Pro;14;annual;Active;686;8232
3019;S-d20d7c;2024-07-14;Update;Plan Upgrade;Enterprise;28;monthly;Inactive;5572;66864
3020;S-89d586;2024-11-02;Update;Plan Downgrade;Pro;29;annual;Active;1421;17052
3021;S-9fc9f5;2024-11-04;Update;Seat Downgrade;Pro;14;annual;Inactive;686;8232
3022;S-dfaf24;2024-12-15;Cancel;;Basic;27;annual;Inactive;513;6156
3023;S-ccdc31;2024-12-16;Update;Plan Upgrade;Pro;19;annual;Active;931;11172
3024;S-0638dc;2024-04-07;Create;;Enterprise;40;annual;Active;7960;95520
3025;S-f4d491;2024-05-09;Update;;Enterprise;40;monthly;Active;7960;95520
3026;S-6c3700;2024-06-24;Update;;Enterprise;40;annual;Active;7960;95520
3027;S-5a26fc;2024-07-07;;;Pro;40;annual;Inactive;0;0
3028;S-79bf38;2024-07-29;Conversion;;Enterprise;40;monthly;Active;7960;95520
3029;S-5cb8a6;2024-08-14;Update;Plan Downgrade;Pro;40;monthly;Inactive;1960;23520
3030;S-37879d;2024-09-17;Update;;Pro;40;monthly;Inactive;1960;23520
3031;S-bf9e6d;2024-10-23;Update;Plan Upgrade;Enterprise;40;annual;Active;7960;95520
3032;S-655049;2024-10-27;;;Basic;40;monthly;Inactive;0;0
3033;S-0896bc;2024-12-16;Conversion;;Enterprise;40;monthly;Inactive;7960;95520
3034;S-ea5984;2023-02-20;Create;;Enterprise;6;annual;Active;1194;14328
3035;S-627697;2023-03-20;Update;Plan Downgrade;Basic;26;monthly;Active;494;5928
3036;S-e31e0c;2023-04-04;Update;Plan Upgrade;Pro;92;monthly;Active;4508;54096
3037;S-5d0af1;2023-04-19;Update;Seat Downgrade;Pro;17;monthly;Inactive;833;9996
3038;S-f29976;2023-06-10;;;Pro;6;annual;Active;0;0
3039;S-e746d2;2023-08-18;Conversion;;Enterprise;91;monthly;Active;18109;217308
3040;S-1f9da0;2023-10-15;Update;Plan Downgrade;Basic;11;monthly;Inactive;209;2508
3041;S-6c1ca5;2024-01-07;Cancel;;Basic;6;monthly;Active;114;1368
3042;S-9fa738;2024-02-02;;;Basic;10;monthly;Inactive;0;0
3043;S-ee3fa2;2024-03-19;Conversion;;Pro;6;annual;Active;294;3528
3044;S-016b5f;2024-04-08;;;Enterprise;6;monthly;Active;0;0
3045;S-dad08c;2024-04-14;;;Pro;20;monthly;Active;0;0
3046;S-4d8a27;2024-07-03;Conversion;;Basic;20;monthly;Active;380;4560
3047;S-b608f5;2024-07-25;Update;Plan Upgrade;Pro;31;annual;Active;1519;18228
3048;S-30e0c1;2024-08-02;Update;Seat Upgrade;Pro;35;monthly;Active;1715;20580
3049;S-dfbd79;2024-11-24;Cancel;;Pro;14;annual;Active;686;8232
3050;S-390955;2023-09-02;Create;;Pro;56;monthly;Active;2744;32928
3051;S-095083;2023-09-27;Update;Plan Downgrade;Basic;56;annual;Active;1064;12768
3052;S-2bc860;2023-11-10;Update;Plan Upgrade;Pro;56;monthly;Inactive;2744;32928
3053;S-a610f6;2023-11-25;Update;Plan Downgrade;Basic;56;annual;Inactive;1064;12768
3054;S-4faeb9;2024-02-16;Update;Plan Upgrade;Pro;56;monthly;Active;2744;32928
3055;S-cd3a01;2024-05-10;Update;Plan Downgrade;Basic;56;monthly;Inactive;1064;12768
3056;S-518ce3;2024-08-01;;;Pro;148;annual;Active;0;0
3057;S-b0ed51;2024-08-08;Conversion;;Enterprise;56;monthly;Inactive;11144;133728
3058;S-3b5458;2024-09-12;Update;;Enterprise;56;monthly;Active;11144;133728
3059;S-de3170;2024-10-27;Update;Plan Downgrade;Pro;56;annual;Active;2744;32928
3060;S-907e70;2023-08-05;Create;;Basic;31;monthly;Active;589;7068
3061;S-0d93fe;2023-08-09;Update;;Basic;31;monthly;Active;589;7068
3062;S-b76de2;2023-08-18;Update;Plan Upgrade;Pro;31;annual;Active;1519;18228
3063;S-f5bef8;2023-09-22;Update;Plan Upgrade;Enterprise;40;monthly;Active;7960;95520
3064;S-532e80;2023-09-30;Update;Seat Downgrade;Enterprise;31;annual;Inactive;6169;74028
3065;S-22f848;2023-10-15;Update;Seat Upgrade;Enterprise;49;annual;Active;9751;117012
3066;S-44ed0c;2023-10-30;Update;Seat Downgrade;Enterprise;31;annual;Inactive;6169;74028
3067;S-408c2f;2023-11-23;Update;Plan Downgrade;Basic;31;annual;Active;589;7068
3068;S-53d6be;2024-05-11;;;Enterprise;31;monthly;Active;0;0
3069;S-648e54;2024-06-28;Conversion;;Pro;31;monthly;Active;1519;18228
3070;S-41bb1b;2024-08-17;Update;Plan Downgrade;Basic;31;annual;Active;589;7068
3071;S-73a4e4;2024-09-09;Update;Plan Upgrade;Pro;31;monthly;Active;1519;18228
3072;S-a80511;2024-09-14;Update;;Pro;31;annual;Active;1519;18228
3073;S-d74a31;2024-09-23;Update;Seat Upgrade;Pro;33;monthly;Active;1617;19404
3074;S-0455a5;2024-10-22;Cancel;;Enterprise;42;monthly;Inactive;8358;100296
3075;S-255846;2024-08-28;Create;;Enterprise;33;monthly;Active;6567;78804
3076;S-ed1026;2024-09-21;Update;Seat Downgrade;Enterprise;11;annual;Active;2189;26268
3077;S-f71904;2024-09-28;;;Basic;62;monthly;Active;0;0
3078;S-2ccc04;2024-10-18;Conversion;;Enterprise;11;monthly;Active;2189;26268
3079;S-e0a991;2023-04-06;Create;;Enterprise;7;monthly;Active;1393;16716
3080;S-e7f571;2023-06-06;Cancel;;Basic;7;monthly;Active;133;1596
3081;S-0fc73c;2023-09-14;Update;Seat Upgrade;Basic;56;annual;Active;1064;12768
3082;S-c2a6cb;2023-10-19;Update;Plan Upgrade;Enterprise;7;annual;Inactive;1393;16716
3083;S-6732ff;2023-11-22;Update;Plan Downgrade;Pro;24;annual;Active;1176;14112
3084;S-869430;2024-02-16;Update;Seat Upgrade;Pro;29;monthly;Active;1421;17052
3085;S-9c5590;2024-06-09;Update;Plan Downgrade;Enterprise;7;annual;Active;1393;16716
3086;S-14f39f;2024-06-22;Cancel;;Basic;19;monthly;Active;361;4332
3087;S-025bea;2024-06-25;Update;Plan Upgrade;Pro;17;monthly;Active;833;9996
3088;S-021ca9;2024-10-01;Update;Plan Downgrade;Basic;18;monthly;Active;342;4104
3089;S-01daf5;2024-11-14;Update;Plan Upgrade;Pro;23;monthly;Active;1127;13524
3090;S-4bfe7b;2023-10-16;Create;;Basic;11;monthly;Active;0;0
3091;S-8eff6d;2023-11-20;Conversion;;Pro;9;annual;Active;441;5292
3092;S-5fe3e5;2023-11-28;Update;Plan Upgrade;Enterprise;5;annual;Inactive;995;11940
3093;S-1712e6;2023-12-10;Cancel;;Pro;5;monthly;Active;245;2940
3094;S-fc9cc3;2024-01-01;Update;Seat Upgrade;Pro;24;annual;Active;1176;14112
3095;S-1e8910;2024-05-26;;;Pro;5;monthly;Active;0;0
3096;S-0f6f44;2024-06-11;Conversion;;Pro;17;monthly;Active;833;9996
3097;S-066d80;2024-08-17;Update;Seat Downgrade;Pro;5;monthly;Active;245;2940
3098;S-9aa190;2024-10-17;Update;Plan Upgrade;Basic;33;annual;Active;627;7524
3099;S-23ccf4;2024-10-27;Update;Seat Upgrade;Basic;99;annual;Inactive;1881;22572
3100;S-a06b03;2024-11-19;Update;Plan Upgrade;Pro;68;annual;Active;3332;39984
3101;S-7bd2d7;2024-11-28;Update;Plan Upgrade;Enterprise;50;monthly;Active;9950;119400
3102;S-f421c8;2024-06-29;Create;;Basic;28;annual;Active;532;6384
3103;S-3c9115;2024-07-01;Update;Plan Upgrade;Enterprise;30;monthly;Inactive;5970;71640
3104;S-40d3aa;2024-08-22;Update;Plan Downgrade;Basic;103;monthly;Active;1957;23484
3105;S-a8bed8;2024-08-28;Update;Seat Downgrade;Basic;17;annual;Active;323;3876
3106;S-6ee525;2024-09-05;Update;Plan Upgrade;Enterprise;23;annual;Active;4577;54924
3107;S-f4caa8;2024-09-16;Cancel;;Basic;23;annual;Active;437;5244
3108;S-904784;2024-09-20;;;Enterprise;20;monthly;Inactive;0;0
3109;S-0756ce;2024-10-15;Conversion;;Pro;77;monthly;Active;3773;45276
3110;S-59fe1d;2024-10-21;;;Basic;21;monthly;Active;0;0
3111;S-11dba6;2024-11-02;Conversion;;Basic;41;annual;Inactive;779;9348
3112;S-834097;2024-12-03;Update;Plan Upgrade;Enterprise;5;annual;Active;995;11940
3113;S-78cb5f;2024-12-07;Update;Seat Upgrade;Enterprise;7;monthly;Active;1393;16716
3114;S-c41762;2024-12-21;Cancel;;Enterprise;59;monthly;Active;11741;140892
